# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       4.500482352250e+07       5.353451095703e-13       1.477415553018e-02       3.046304457926e+09       1.425608985187e+04       3.167680354967e-04       6.415928221604e+11       8.529797512436e-03       5.484511817401e+18       2.234548241909e+14       1.220928274151e+15       3.454741400534e-08       3.794014649884e+18       9.279970850383e+18       9.279970850383e+18       3.092842155762e+18      -8.373981186882e+20       8.112604698060e-05       6.862668258729e-02 
       4.469197957328e+07       5.428659779102e-13       1.487757059476e-02       3.004101484140e+09       1.425608974845e+04       3.189854100352e-04       6.371328860888e+11       8.589503312292e-03       5.333595688941e+18       2.188272088777e+14       1.195643582276e+15       3.454741400534e-08       3.689615567277e+18       9.024625727010e+18       9.024625727010e+18       3.007737085406e+18      -8.086951910628e+20       8.116488355450e-05       6.859544193177e-02 
       4.438131030891e+07       5.504925028036e-13       1.498170950799e-02       2.962483194251e+09       1.425608964431e+04       3.212183061715e-04       6.327039525520e+11       8.649627013655e-03       5.186832286755e+18       2.142954286922e+14       1.170882521149e+15       3.454741400534e-08       3.588089211514e+18       8.776306676219e+18       8.776306676219e+18       2.924973832756e+18      -7.809760971552e+20       8.120372103577e-05       6.856424234722e-02 
       4.407280061241e+07       5.582261685324e-13       1.508657733757e-02       2.921441487918e+09       1.425608953945e+04       3.234668325563e-04       6.283058060407e+11       8.710171541288e-03       5.044107341183e+18       2.098574989465e+14       1.146634246695e+15       3.454741400534e-08       3.489356534398e+18       8.534820367327e+18       8.534820367327e+18       2.844487958527e+18      -7.542071145832e+20       8.124255943119e-05       6.853308385918e-02 
       4.376643547189e+07       5.660684802290e-13       1.519217918212e-02       2.880968377022e+09       1.425608943384e+04       3.257310986011e-04       6.239382325440e+11       8.771139840416e-03       4.905309726897e+18       2.055114760547e+14       1.122888139409e+15       3.454741400534e-08       3.393340662886e+18       8.299978789399e+18       8.299978789399e+18       2.766216796595e+18      -7.283556768524e+20       8.128139874762e-05       6.850196649378e-02 
       4.346219997982e+07       5.740209641695e-13       1.529852018029e-02       2.841055984114e+09       1.425608932750e+04       3.280112144832e-04       6.196010195382e+11       8.832534876876e-03       4.770331376384e+18       2.012554566813e+14       1.099633799714e+15       3.454741400534e-08       3.299966839232e+18       8.071599104873e+18       8.071599104873e+18       2.690099405205e+18      -7.033903337357e+20       8.132023899196e-05       6.847089027771e-02 
       4.316007933228e+07       5.820851680711e-13       1.540560550711e-02       2.801696540884e+09       1.425608922042e+04       3.303072911511e-04       6.152939559775e+11       8.894359637256e-03       4.639067195797e+18       1.970875769076e+14       1.076861043398e+15       3.454741400534e-08       3.209162362784e+18       7.849503507201e+18       7.849503507201e+18       2.616076519527e+18      -6.792807130124e+20       8.135908017116e-05       6.843985523825e-02 
       4.286005882827e+07       5.902626613926e-13       1.551344037034e-02       2.762882386643e+09       1.425608911258e+04       3.326194403298e-04       6.110168322825e+11       8.956617129044e-03       4.511414983135e+18       1.930060114158e+14       1.054559897160e+15       3.454741400534e-08       3.120856533377e+18       7.633519082420e+18       7.633519082420e+18       2.544090505504e+18      -6.559974835168e+20       8.139792229222e-05       6.840886140327e-02 
       4.256212386898e+07       5.985550356401e-13       1.562203001595e-02       2.724605966836e+09       1.425608900399e+04       3.349477745267e-04       6.067694403313e+11       9.019310380769e-03       4.387275348667e+18       1.890089726891e+14       1.032720594241e+15       3.454741400534e-08       3.034980596286e+18       7.423477674520e+18       7.423477674520e+18       2.474085314984e+18      -6.335123194549e+20       8.143676536219e-05       6.837790880125e-02 
       4.226625995707e+07       6.069639046769e-13       1.573137972628e-02       2.686859831574e+09       1.425608889464e+04       3.372924070365e-04       6.025515734482e+11       9.082442442156e-03       4.266551637547e+18       1.850947102292e+14       1.011333570143e+15       3.454741400534e-08       2.951467688698e+18       7.219215754525e+18       7.219215754525e+18       2.406006442082e+18      -6.117978659435e+20       8.147560938819e-05       6.834699746123e-02 
       4.197245269599e+07       6.154909050373e-13       1.584149482187e-02       2.649636634177e+09       1.425608878453e+04       3.396534519470e-04       5.983630263945e+11       9.146016384265e-03       4.149149854560e+18       1.812615097895e+14       9.903894584449e+14       3.454741400534e-08       2.870252787644e+18       7.020574293173e+18       7.020574293173e+18       2.339800880735e+18      -5.908277057309e+20       8.151445437737e-05       6.831612741288e-02 
       4.168068778925e+07       6.241376962451e-13       1.595238065784e-02       2.612929129750e+09       1.425608867364e+04       3.420310241447e-04       5.942035953581e+11       9.210035299648e-03       4.034978590936e+18       1.775076926244e+14       9.698790866980e+14       3.454741400534e-08       2.791272659383e+18       6.827398637098e+18       6.827398637098e+18       2.275417083440e+18      -5.705763270577e+20       8.155330033695e-05       6.828529868644e-02 
       4.139095103976e+07       6.329059611366e-13       1.606404263111e-02       2.576730173772e+09       1.425608856198e+04       3.444252393201e-04       5.900730779435e+11       9.274502302496e-03       3.923948953179e+18       1.738316147543e+14       9.497934724094e+14       3.454741400534e-08       2.714465810160e+18       6.639538388427e+18       6.639538388427e+18       2.212804921113e+18      -5.510190926197e+20       8.159214727420e-05       6.825451131279e-02 
       4.110322834911e+07       6.417974061880e-13       1.617648617139e-02       2.541032720701e+09       1.425608844954e+04       3.468362139737e-04       5.859712731625e+11       9.339420528789e-03       3.815974493858e+18       1.702316662452e+14       9.301238191082e+14       3.454741400534e-08       2.639772438332e+18       6.456847287675e+18       6.456847287675e+18       2.151915644063e+18      -5.321322095946e+20       8.163099519643e-05       6.822376532339e-02 
       4.081750571688e+07       6.508137618476e-13       1.628971675018e-02       2.505829822609e+09       1.425608833631e+04       3.492640654215e-04       5.818979814236e+11       9.404793136451e-03       3.710971144295e+18       1.667062705039e+14       9.108615124934e+14       3.454741400534e-08       2.567134387801e+18       6.279183099879e+18       6.279183099879e+18       2.092701844032e+18      -5.138927006962e+20       8.166984411103e-05       6.819306075032e-02 
       4.053376923999e+07       6.599567828724e-13       1.640373987539e-02       2.471114627826e+09       1.425608822228e+04       3.517089118007e-04       5.778530045230e+11       9.470623305502e-03       3.608857149113e+18       1.632538835875e+14       8.919981166604e+14       3.454741400534e-08       2.496495102742e+18       6.106407503855e+18       6.106407503855e+18       2.035117417285e+18      -4.962783762203e+20       8.170869402541e-05       6.816239762629e-02 
       4.025200511199e+07       6.692282486696e-13       1.651856109311e-02       2.436880379605e+09       1.425608810746e+04       3.541708720753e-04       5.738361456347e+11       9.536914238215e-03       3.509553002579e+18       1.598729935273e+14       8.735253704077e+14       3.454741400534e-08       2.427799583562e+18       5.938385984504e+18       5.938385984504e+18       1.979117528714e+18      -4.792678070490e+20       8.174754494709e-05       6.813177598460e-02 
       3.997219962242e+07       6.786299636428e-13       1.663418599128e-02       2.403120414811e+09       1.425608799184e+04       3.566500660422e-04       5.698472093007e+11       9.603669159266e-03       3.412981386700e+18       1.565621196666e+14       8.554351836179e+14       3.454741400534e-08       2.360994344080e+18       5.774987728083e+18       5.774987728083e+18       1.924658576927e+18      -4.628402985809e+20       8.178639688358e-05       6.810119585920e-02 
       3.969433915612e+07       6.881637575434e-13       1.675062019058e-02       2.369828162622e+09       1.425608787540e+04       3.591466143368e-04       5.658860014218e+11       9.670891315898e-03       3.319067111029e+18       1.533198120121e+14       8.377196337152e+14       3.454741400534e-08       2.296027369882e+18       5.616085520357e+18       5.616085520357e+18       1.871698160304e+18      -4.469758655536e+20       8.182524984250e-05       6.807065728465e-02 
       3.941841019256e+07       6.978314858262e-13       1.686786935898e-02       2.336997143249e+09       1.425608775815e+04       3.616606384390e-04       5.619523292482e+11       9.738583978073e-03       3.227737054116e+18       1.501446505989e+14       8.203709621955e+14       3.454741400534e-08       2.232848077824e+18       5.461555647552e+18       5.461555647552e+18       1.820195043980e+18      -4.316552077308e+20       8.186410383149e-05       6.804016029614e-02 
       3.914439930522e+07       7.076350300109e-13       1.698593919900e-02       2.304620966675e+09       1.425608764008e+04       3.641922606791e-04       5.580460013697e+11       9.806750438634e-03       3.138920106576e+18       1.470352448688e+14       8.033815712287e+14       3.454741400534e-08       2.171407276647e+18       5.311277800039e+18       5.311277800039e+18       1.770109127741e+18      -4.168596864213e+20       8.190295885828e-05       6.800970492951e-02 
       3.887229316088e+07       7.175762980478e-13       1.710483545503e-02       2.272693331415e+09       1.425608752119e+04       3.667416042436e-04       5.541668277069e+11       9.875394013463e-03       3.052547115728e+18       1.439902330614e+14       7.867440203311e+14       3.454741400534e-08       2.111657128678e+18       5.165134978659e+18       5.165134978659e+18       1.721401414802e+18      -4.025713018036e+20       8.194181493063e-05       6.797929122122e-02 
       3.860207851904e+07       7.276572246897e-13       1.722456390780e-02       2.241208023285e+09       1.425608740146e+04       3.693087931812e-04       5.503146195015e+11       9.944518041646e-03       2.968550831750e+18       1.410082816173e+14       7.704510231070e+14       3.454741400534e-08       2.053551112580e+18       5.023013403635e+18       5.023013403635e+18       1.674033981443e+18      -3.887726710279e+20       8.198067205636e-05       6.794891920837e-02 
       3.833374223121e+07       7.378797718677e-13       1.734513038537e-02       2.210158914192e+09       1.425608728089e+04       3.718939524092e-04       5.464891893074e+11       1.001412588563e-02       2.886865855317e+18       1.380880845944e+14       7.544954440575e+14       3.454741400534e-08       1.997043987137e+18       4.884802425983e+18       4.884802425983e+18       1.627969947485e+18      -3.754470070683e+20       8.201953024338e-05       6.791858892872e-02 
       3.806727124032e+07       7.482459290732e-13       1.746654075214e-02       2.179539960947e+09       1.425608715948e+04       3.744972077192e-04       5.426903509817e+11       1.008422093139e-02       2.807428586685e+18       1.352283630959e+14       7.388702954556e+14       3.454741400534e-08       1.942091756023e+18       4.750394441366e+18       4.750394441366e+18       1.583173447569e+18      -3.625780982997e+20       8.205838949961e-05       6.788830042066e-02 
       3.780265258004e+07       7.587577137453e-13       1.758880091256e-02       2.149345204083e+09       1.425608703722e+04       3.771186857832e-04       5.389179196751e+11       1.015480658858e-02       2.730177176167e+18       1.324278647100e+14       7.235687342860e+14       3.454741400534e-08       1.888651633550e+18       4.619684806316e+18       4.619684806316e+18       1.539609603239e+18      -3.501502887754e+20       8.209724983307e-05       6.785805372324e-02 
       3.753987337422e+07       7.694171716632e-13       1.771191681473e-02       2.119568766698e+09       1.425608691411e+04       3.797585141600e-04       5.351717118235e+11       1.022588629075e-02       2.655051475985e+18       1.296853629618e+14       7.085840592478e+14       3.454741400534e-08       1.836682011354e+18       4.492571756761e+18       4.492571756761e+18       1.497244495780e+18      -3.381484591802e+20       8.213611125181e-05       6.782784887618e-02 
       3.727892083615e+07       7.802263773442e-13       1.783589444858e-02       2.090204853309e+09       1.425608679013e+04       3.824168213015e-04       5.314515451387e+11       1.029746349542e-02       2.581992993429e+18       1.269996567760e+14       6.939097078204e+14       3.454741400534e-08       1.786142426001e+18       4.368956328794e+18       4.368956328794e+18       1.456045139810e+18      -3.265580084363e+20       8.217497376397e-05       6.779768591982e-02 
       3.701978226807e+07       7.911874344472e-13       1.796073984588e-02       2.061247748725e+09       1.425608666528e+04       3.850937365584e-04       5.277572385996e+11       1.036954168435e-02       2.510944845323e+18       1.243695699507e+14       6.795392533887e+14       3.454741400534e-08       1.736993527479e+18       4.248742281625e+18       4.248742281625e+18       1.415979457601e+18      -3.153648359403e+20       8.221383737773e-05       6.776756489521e-02 
       3.676244506044e+07       8.023024761827e-13       1.808645907659e-02       2.032691816938e+09       1.425608653956e+04       3.877893901872e-04       5.240886124436e+11       1.044212436362e-02       2.441851713733e+18       1.217939506423e+14       6.654664024293e+14       3.454741400534e-08       1.689197048560e+18       4.131836022646e+18       4.131836022646e+18       1.377016254098e+18      -3.045553244084e+20       8.225270210133e-05       6.773748584405e-02 
       3.650689669139e+07       8.135736657273e-13       1.821305825979e-02       2.004531500019e+09       1.425608641297e+04       3.905039133558e-04       5.204454881577e+11       1.051521506388e-02       2.374659802896e+18       1.192716708615e+14       6.516849917534e+14       3.454741400534e-08       1.642715775011e+18       4.018146534569e+18       4.018146534569e+18       1.339125192636e+18      -2.941163233096e+20       8.229156794308e-05       6.770744880869e-02 
       3.625312472609e+07       8.250031966448e-13       1.834054355095e-02       1.976761317043e+09       1.425608628548e+04       3.932374381506e-04       5.168276884696e+11       1.058881734046e-02       2.309316797335e+18       1.168016259788e+14       6.381889858085e+14       3.454741400534e-08       1.597513516611e+18       3.907585304557e+18       3.907585304557e+18       1.302276771315e+18      -2.840351328676e+20       8.233043491135e-05       6.767745383218e-02 
       3.600111681617e+07       8.365932933131e-13       1.846892115464e-02       1.949375863017e+09       1.425608615710e+04       3.959900975824e-04       5.132350373394e+11       1.066293477357e-02       2.245771821125e+18       1.143827342410e+14       6.249724740345e+14       3.454741400534e-08       1.553555078979e+18       3.800066255313e+18       3.800066255313e+18       1.266442300035e+18      -2.742994886101e+20       8.236930301457e-05       6.764750095825e-02 
       3.575086069907e+07       8.483462113571e-13       1.859819731362e-02       1.922369807832e+09       1.425608602783e+04       3.987620255933e-04       5.096673599509e+11       1.073757096847e-02       2.183975398287e+18       1.120139362971e+14       6.120296682757e+14       3.454741400534e-08       1.510806236172e+18       3.695505678063e+18       3.695505678063e+18       1.231593878153e+18      -2.648975464480e+20       8.240817226124e-05       6.761759023130e-02 
       3.550234419748e+07       8.602642380872e-13       1.872837831797e-02       1.895737895222e+09       1.425608589765e+04       4.015533570627e-04       5.061244827031e+11       1.081272955565e-02       2.123879414257e+18       1.096941947350e+14       5.993549002453e+14       3.454741400534e-08       1.469233704030e+18       3.593822167382e+18       3.593822167382e+18       1.197704372762e+18      -2.558178682664e+20       8.244704265991e-05       6.758772169643e-02 
       3.525555521874e+07       8.723496929451e-13       1.885947049959e-02       1.869474941745e+09       1.425608576655e+04       4.043642278143e-04       5.026062332019e+11       1.088841419100e-02       2.065437078431e+18       1.074224936266e+14       5.869426190436e+14       3.454741400534e-08       1.428805114271e+18       3.494936557814e+18       3.494936557814e+18       1.164747397567e+18      -2.470494080088e+20       8.248591421921e-05       6.755789539941e-02 
       3.501048175425e+07       8.846049279544e-13       1.899148023585e-02       1.843575835771e+09       1.425608563454e+04       4.071947746225e-04       4.991124402513e+11       1.096462855598e-02       2.008602887732e+18       1.051978380829e+14       5.747873887264e+14       3.454741400534e-08       1.389488989280e+18       3.398771862238e+18       3.398771862238e+18       1.132697292337e+18      -2.385814982391e+20       8.252478694781e-05       6.752811138674e-02 
       3.476711187889e+07       8.970323281789e-13       1.912441394779e-02       1.818035536486e+09       1.425608550161e+04       4.100451352193e-04       4.956429338456e+11       1.104137635781e-02       1.953332591181e+18       1.030192538187e+14       5.628838859248e+14       3.454741400534e-08       1.351254717607e+18       3.305253211927e+18       3.305253211927e+18       1.101529102929e+18      -2.304038371636e+20       8.256366085448e-05       6.749836970559e-02 
       3.452543375043e+07       9.096343121862e-13       1.925827810192e-02       1.792849072916e+09       1.425608536775e+04       4.129154483006e-04       4.921975451607e+11       1.111866132967e-02       1.899583155442e+18       1.008857867256e+14       5.512268975137e+14       3.454741400534e-08       1.314072530130e+18       3.214307798257e+18       3.214307798257e+18       1.071218561858e+18      -2.225064760980e+20       8.260253594802e-05       6.746867040384e-02 
       3.428543560896e+07       9.224133325186e-13       1.939307921202e-02       1.768011542954e+09       1.425608523294e+04       4.158058535332e-04       4.887761065460e+11       1.119648723083e-02       1.847312731321e+18       9.879650245400e+13       5.398113183285e+14       3.454741400534e-08       1.277913476877e+18       3.125864816020e+18       3.125864816020e+18       1.041742069400e+18      -2.148798073639e+20       8.264141223732e-05       6.743901353010e-02 
       3.404710577632e+07       9.353718761701e-13       1.952882383193e-02       1.743518112409e+09       1.425608509720e+04       4.187164915615e-04       4.853784515166e+11       1.127485784688e-02       1.796480621177e+18       9.675048600445e+13       5.286321489295e+14       3.454741400534e-08       1.242749404487e+18       3.039855408299e+18       3.039855408299e+18       1.013076675221e+18      -2.075145526006e+20       8.268028973132e-05       6.740939913365e-02 
       3.381043265552e+07       9.485124650706e-13       1.966551856822e-02       1.719364014064e+09       1.425608496051e+04       4.216475040147e-04       4.820044147446e+11       1.135377698989e-02       1.747047247236e+18       9.474684132635e+13       5.176844934126e+14       3.454741400534e-08       1.208552934287e+18       2.956212612858e+18       2.956212612858e+18       9.852000605079e+17      -2.004017514770e+20       8.271916843905e-05       6.737982726453e-02 
       3.357540473020e+07       9.618376565767e-13       1.980317006746e-02       1.695544546748e+09       1.425608482285e+04       4.245990335131e-04       4.786538320515e+11       1.143324849860e-02       1.698974120780e+18       9.278469092586e+13       5.069635572647e+14       3.454741400534e-08       1.175297440979e+18       2.874871310007e+18       2.874871310007e+18       9.580905205864e+17      -1.935327507909e+20       8.275804836957e-05       6.735029797348e-02 
       3.334201056404e+07       9.753500439687e-13       1.994178502719e-02       1.672055074422e+09       1.425608468424e+04       4.275712236754e-04       4.753265403999e+11       1.151327623862e-02       1.652223812174e+18       9.086317548148e+13       4.964646452642e+14       3.454741400534e-08       1.142957031907e+18       2.795768171901e+18       2.795768171901e+18       9.317269480267e+17      -1.868991939411e+20       8.279692953205e-05       6.732081131197e-02 
       3.311023880024e+07       9.890522569560e-13       2.008137019220e-02       1.648891025276e+09       1.425608454465e+04       4.305642191257e-04       4.720223778859e+11       1.159386410258e-02       1.606759921726e+18       8.898145346774e+13       4.861831594248e+14       3.454741400534e-08       1.111506526895e+18       2.718841613235e+18       2.718841613235e+18       9.060888162072e+17      -1.804930107617e+20       8.283581193569e-05       6.729136733218e-02 
       3.288007816090e+07       1.002946962188e-12       2.022193234734e-02       1.626047890837e+09       1.425608440409e+04       4.335781655004e-04       4.687411837310e+11       1.167501601038e-02       1.562547051350e+18       8.713870078667e+13       4.761145969816e+14       3.454741400534e-08       1.080921438649e+18       2.644031743296e+18       2.644031743296e+18       8.811561633329e+17      -1.743064077035e+20       8.287469558978e-05       6.726196608706e-02 
       3.265151744657e+07       1.017036863775e-12       2.036347833564e-02       1.603521225097e+09       1.425608426255e+04       4.366132094553e-04       4.654827982743e+11       1.175673590931e-02       1.519550776996e+18       8.533411040684e+13       4.662545484194e+14       3.454741400534e-08       1.051177953683e+18       2.571280319338e+18       2.571280319338e+18       8.569095768930e+17      -1.683318583527e+20       8.291358050368e-05       6.723260763027e-02 
       3.242454553561e+07       1.031324703810e-12       2.050601503834e-02       1.581306643642e+09       1.425608412001e+04       4.396694986729e-04       4.622470629648e+11       1.183902777431e-02       1.477737621858e+18       8.356689201000e+13       4.565986955412e+14       3.454741400534e-08       1.022252913782e+18       2.500530701227e+18       2.500530701227e+18       8.333301785466e+17      -1.625620942746e+20       8.295246668681e-05       6.720329201623e-02 
       3.219915138372e+07       1.045813262906e-12       2.064954939124e-02       1.559399822802e+09       1.425608397647e+04       4.427471818694e-04       4.590338203536e+11       1.192189560810e-02       1.437075030300e+18       8.183627164488e+13       4.471428095775e+14       3.454741400534e-08       9.941237979724e+17       2.431727807353e+18       2.431727807353e+18       8.103996094241e+17      -1.569900961708e+20       8.299135414867e-05       6.717401930010e-02 
       3.197532402335e+07       1.060505360739e-12       2.079408837562e-02       1.537796498806e+09       1.425608383194e+04       4.458464088020e-04       4.558429140862e+11       1.200534344142e-02       1.397531342515e+18       8.014149138829e+13       4.378827493338e+14       3.454741400534e-08       9.667687049830e+17       2.364818071739e+18       2.364818071739e+18       7.881000158326e+17      -1.516090853395e+20       8.303024289882e-05       6.714478953778e-02 
       3.175305256320e+07       1.075403856590e-12       2.093963902371e-02       1.516492466956e+09       1.425608368638e+04       4.489673302761e-04       4.526741888952e+11       1.208937533321e-02       1.359075769871e+18       7.848180901315e+13       4.288144593774e+14       3.454741400534e-08       9.401663361963e+17       2.299749402335e+18       2.299749402335e+18       7.664140353556e+17      -1.464125154292e+20       8.306913294690e-05       6.711560278596e-02 
       3.153232618768e+07       1.090511649907e-12       2.108620841318e-02       1.495483580809e+09       1.425608353982e+04       4.521100981530e-04       4.495274905923e+11       1.217399537082e-02       1.321678370939e+18       7.685649766348e+13       4.199339682612e+14       3.454741400534e-08       9.142959790639e+17       2.236471140469e+18       2.236471140469e+18       7.453247833344e+17      -1.413940644739e+20       8.310802430262e-05       6.708645910204e-02 
       3.131313415638e+07       1.105831680867e-12       2.123380367448e-02       1.474765751364e+09       1.425608339222e+04       4.552748653568e-04       4.464026660612e+11       1.225920767016e-02       1.285310028185e+18       7.526484553605e+13       4.112373867842e+14       3.454741400534e-08       8.891374909802e+17       2.174934021397e+18       2.174934021397e+18       7.248158397217e+17      -1.365476272024e+20       8.314691697575e-05       6.705735854424e-02 
       3.109546580355e+07       1.121366930947e-12       2.138243198715e-02       1.454334946274e+09       1.425608324359e+04       4.584617858821e-04       4.432995632497e+11       1.234501637598e-02       1.249942425292e+18       7.370615556862e+13       4.027209062886e+14       3.454741400534e-08       8.646712835992e+17       2.115090135953e+18       2.115090135953e+18       7.048712362969e+17      -1.318673076106e+20       8.318581097616e-05       6.702830117152e-02 
       3.087931053758e+07       1.137120423508e-12       2.153210058168e-02       1.434187189053e+09       1.425608309392e+04       4.616710148014e-04       4.402180311629e+11       1.243142566199e-02       1.215548025118e+18       7.217974513470e+13       3.943807969914e+14       3.454741400534e-08       8.408783075832e+17       2.056892893244e+18       2.056892893244e+18       6.854754442338e+17      -1.273474117885e+20       8.322470631377e-05       6.699928704362e-02 
       3.066465784049e+07       1.153095224380e-12       2.168281673767e-02       1.414318558310e+09       1.425608294321e+04       4.649027082729e-04       4.371579198551e+11       1.251843973113e-02       1.182100048257e+18       7.068494574460e+13       3.862134063515e+14       3.454741400534e-08       8.177400377707e+17       2.000296984380e+18       2.000296984380e+18       6.666133620093e+17      -1.229824409932e+20       8.326360299858e-05       6.697031622106e-02 
       3.045149726741e+07       1.169294442458e-12       2.183458778745e-02       1.394725186980e+09       1.425608279144e+04       4.681570235476e-04       4.341190804235e+11       1.260606281572e-02       1.149572452183e+18       6.922110275263e+13       3.782151574692e+14       3.454741400534e-08       7.952384587534e+17       1.945258347197e+18       1.945258347197e+18       6.482703036455e+17      -1.187670849593e+20       8.330250104067e-05       6.694138876514e-02 
       3.023981844608e+07       1.185721230310e-12       2.198742111250e-02       1.375403261574e+09       1.425608263860e+04       4.714341189775e-04       4.311013649998e+11       1.269429917772e-02       1.117939910978e+18       6.778757507042e+13       3.703825475207e+14       3.454741400534e-08       7.733560508488e+17       1.891734131949e+18       1.891734131949e+18       6.304319872755e+17      -1.146962154381e+20       8.334140045018e-05       6.691250473796e-02 
       3.002961107634e+07       1.202378784787e-12       2.214132414701e-02       1.356349021436e+09       1.425608248470e+04       4.747341540230e-04       4.281046267439e+11       1.278315310887e-02       1.087177795610e+18       6.638373488615e+13       3.627121462235e+14       3.454741400534e-08       7.520757764597e+17       1.839682667951e+18       1.839682667951e+18       6.130845240234e+17      -1.107648799595e+20       8.338030123735e-05       6.688366420240e-02 
       2.982086492963e+07       1.219270347649e-12       2.229630437796e-02       1.337558758011e+09       1.425608232972e+04       4.780572892605e-04       4.251287198363e+11       1.287262893096e-02       1.057262154763e+18       6.500896738962e+13       3.552005943338e+14       3.454741400534e-08       7.313810668089e+17       1.789063431133e+18       1.789063431133e+18       5.962144071905e+17      -1.069682958063e+20       8.341920341248e-05       6.685486722216e-02 
       2.961356984848e+07       1.236399206192e-12       2.245236934505e-02       1.319028814124e+09       1.425608217365e+04       4.814036863908e-04       4.221734994713e+11       1.296273099602e-02       1.028169696178e+18       6.366267050296e+13       3.478446021762e+14       3.454741400534e-08       7.112558090383e+17       1.739837012489e+18       1.739837012489e+18       5.798085017388e+17      -1.033018441957e+20       8.345810698594e-05       6.682611386173e-02 
       2.940771574606e+07       1.253768693889e-12       2.260952663528e-02       1.300755583265e+09       1.425608201650e+04       4.847735082462e-04       4.192388218497e+11       1.305346368651e-02       9.998777685291e+17       6.234425461698e+13       3.406409482022e+14       3.454741400534e-08       6.916843336642e+17       1.691965087396e+18       1.691965087396e+18       5.638540340644e+17      -9.976106466060e+19       8.349701196819e-05       6.679740418641e-02 
       2.920329260561e+07       1.271382191039e-12       2.276778389751e-02       1.282735508893e+09       1.425608185824e+04       4.881669187992e-04       4.163245441718e+11       1.314483141555e-02       9.723643437796e+17       6.105314233293e+13       3.335864775798e+14       3.454741400534e-08       6.726514023763e+17       1.645410385776e+18       1.645410385776e+18       5.483385820520e+17      -9.634164962257e+19       8.353591836977e-05       6.676873826231e-02 
       2.900029048005e+07       1.289243125425e-12       2.292714882788e-02       1.264965083738e+09       1.425608169888e+04       4.915840831698e-04       4.134305246307e+11       1.323683862716e-02       9.456080000340e+17       5.978876820966e+13       3.266781008115e+14       3.454741400534e-08       6.541421961738e+17       1.600136663077e+18       1.600136663077e+18       5.332500654026e+17      -9.303943915178e+19       8.357482620128e-05       6.674011615636e-02 
       2.879869949140e+07       1.307354972980e-12       2.308762917892e-02       1.247440849121e+09       1.425608153839e+04       4.950251676339e-04       4.105566224052e+11       1.332948979642e-02       9.195879048583e+17       5.855057851594e+13       3.199127923815e+14       3.454741400534e-08       6.361423038271e+17       1.556108672056e+18       1.556108672056e+18       5.185767362285e+17      -8.985041590588e+19       8.361373547343e-05       6.671153793632e-02 
       2.859850983038e+07       1.325721258464e-12       2.324923275592e-02       1.230159394281e+09       1.425608137679e+04       4.984903396314e-04       4.077026976530e+11       1.342278942973e-02       8.942837990603e+17       5.733803098801e+13       3.132875894307e+14       3.454741400534e-08       6.186377106570e+17       1.513292135338e+18       1.513292135338e+18       5.043071699058e+17      -8.677070024271e+19       8.365264619698e-05       6.668300367079e-02 
       2.839971175589e+07       1.344345556150e-12       2.341196742054e-02       1.213117355710e+09       1.425608121406e+04       5.019797677742e-04       4.048686115038e+11       1.351674206501e-02       8.696759809153e+17       5.615059459203e+13       3.067995904588e+14       3.454741400534e-08       6.016147876235e+17       1.471653718724e+18       1.471653718724e+18       4.904302561796e+17      -8.379654550037e+19       8.369155838279e-05       6.665451342917e-02 
       2.820229559452e+07       1.363231490517e-12       2.357584108722e-02       1.196311416498e+09       1.425608105018e+04       5.054936218546e-04       4.020542260528e+11       1.361135227195e-02       8.457452908267e+17       5.498774929158e+13       3.004459540541e+14       3.454741400534e-08       5.850602807138e+17       1.431161005244e+18       1.431161005244e+18       4.769351905135e+17      -8.092433343911e+19       8.373047204178e-05       6.662606728174e-02 
       2.800625174014e+07       1.382382736960e-12       2.374086172676e-02       1.179738305691e+09       1.425608088516e+04       5.090320728532e-04       3.992594043537e+11       1.370662465218e-02       8.224730964084e+17       5.384898581986e+13       2.942238976486e+14       3.454741400534e-08       5.689613006227e+17       1.391782469915e+18       1.391782469915e+18       4.638114656770e+17      -7.815056983952e+19       8.376938718497e-05       6.659766529958e-02 
       2.781157065336e+07       1.401803022501e-12       2.390703736819e-02       1.163394797649e+09       1.425608071899e+04       5.125952929476e-04       3.964840104122e+11       1.380256383954e-02       7.998412779778e+17       5.273380545669e+13       2.881306962998e+14       3.454741400534e-08       5.533053127174e+17       1.353487455197e+18       1.353487455197e+18       4.510488635651e+17      -7.547188025150e+19       8.380830382346e-05       6.656930755467e-02 
       2.761824286113e+07       1.421496126515e-12       2.407437609327e-02       1.147277711422e+09       1.425608055165e+04       5.161834555206e-04       3.937279091793e+11       1.389917450028e-02       7.778322144472e+17       5.164171981009e+13       2.821636814968e+14       3.454741400534e-08       5.380801272779e+17       1.316246147126e+18       1.316246147126e+18       4.386374472417e+17      -7.288500588900e+19       8.384722196843e-05       6.654099411980e-02 
