# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       7.059942917586e+12       2.175565382724e-23       9.418363333680e-08       7.495899229978e+19       1.425610462593e+04       2.019294602286e-09       1.006472848862e+17       5.437719771418e-08       3.321287296147e+39       8.626131728839e+29       4.713206869633e+30       3.454741400534e-08       2.297563224876e+39       5.618850526599e+39       5.618850526599e+39       1.872950173674e+39      -7.954424520719e+46       1.471209996313e-05       3.772541099966e-01 
       7.010866849639e+12       2.206129900781e-23       9.484392649028e-08       7.392048342836e+19       1.425610462593e+04       2.033429664502e-09       9.994765132692e+16       5.475783809807e-08       3.229896174610e+39       8.447489765283e+29       4.615599209989e+30       3.454741400534e-08       2.234341690211e+39       5.464237870282e+39       5.464237870282e+39       1.821412621607e+39      -7.681771991926e+46       1.475081601573e-05       3.762639417363e-01 
       6.962131926156e+12       2.237123819752e-23       9.550785762258e-08       7.289636243279e+19       1.425610462593e+04       2.047663672153e-09       9.925288115881e+16       5.514114296464e-08       3.141019842175e+39       8.272547368595e+29       4.520012945858e+30       3.454741400534e-08       2.172859808411e+39       5.313879655933e+39       5.313879655933e+39       1.771293216862e+39      -7.418465129971e+46       1.478953206833e-05       3.752789576031e-01 
       6.913735775725e+12       2.268553172290e-23       9.617542673368e-08       7.188642997828e+19       1.425610462593e+04       2.061997317858e-09       9.856294057478e+16       5.552713096528e-08       3.054589099950e+39       8.101227922986e+29       4.426406215364e+30       3.454741400534e-08       2.113069709836e+39       5.167658815023e+39       5.167658815023e+39       1.722552936595e+39      -7.164183594936e+46       1.482824812094e-05       3.742991169902e-01 
       6.865676043421e+12       2.300424075802e-23       9.684845281299e-08       7.089048949167e+19       1.425610462593e+04       2.076431299083e-09       9.787779600275e+16       5.591582088192e-08       2.970536653177e+39       7.933456399334e+29       4.334738023565e+30       3.454741400534e-08       2.054924842064e+39       5.025461500368e+39       5.025461500368e+39       1.675153831747e+39      -6.918618027143e+46       1.486696417354e-05       3.733243797140e-01 
       6.817950390687e+12       2.332742733638e-23       9.752693586051e-08       6.990834712319e+19       1.425610462593e+04       2.090966318177e-09       9.719741410402e+16       5.630723162797e-08       2.888797058828e+39       7.769159322323e+29       4.244968224497e+30       3.454741400534e-08       1.998379933646e+39       4.887176997496e+39       4.887176997496e+39       1.629058997491e+39      -6.681469670787e+46       1.490568022614e-05       3.723547060081e-01 
       6.770556495220e+12       2.365515436297e-23       9.820905688684e-08       6.893981170874e+19       1.425610462593e+04       2.105603082404e-09       9.652176177161e+16       5.670138224925e-08       2.809306674662e+39       7.608264738268e+29       4.157057503598e+30       3.454741400534e-08       1.943390958857e+39       4.752697638437e+39       4.752697638437e+39       1.584232544506e+39      -6.452450010466e+46       1.494439627875e-05       3.713900565184e-01 
       6.723492050864e+12       2.398748562656e-23       9.889663488138e-08       6.798469473269e+19       1.425610462592e+04       2.120342303980e-09       9.585080612870e+16       5.709829192487e-08       2.732003609661e+39       7.450702183600e+29       4.070967360484e+30       3.454741400534e-08       1.889915103420e+39       4.621918717897e+39       4.621918717897e+39       1.540639571027e+39      -6.231280420174e+46       1.498311233136e-05       3.704303922974e-01 
       6.676754767491e+12       2.432448581207e-23       9.958966984414e-08       6.704281029115e+19       1.425610462592e+04       2.135184700108e-09       9.518451452701e+16       5.749797996822e-08       2.656827675854e+39       7.296402654009e+29       3.986660092092e+30       3.454741400534e-08       1.837910731166e+39       4.494738411736e+39       4.494738411736e+39       1.498246135673e+39      -6.017691824324e+46       1.502182838396e-05       3.694756747993e-01 
       6.630342370895e+12       2.466622051318e-23       1.002863427857e-07       6.611397505584e+19       1.425610462592e+04       2.150130993009e-09       9.452285454519e+16       5.790046582787e-08       2.583720341445e+39       7.145298574222e+29       3.904098776166e+30       3.454741400534e-08       1.787337351621e+39       4.371057697684e+39       4.371057697684e+39       1.457019231022e+39      -5.811424370391e+46       1.506054443657e-05       3.685258658745e-01 
       6.584252602676e+12       2.501275624511e-23       1.009884726955e-07       6.519800823834e+19       1.425610462592e+04       2.165181909960e-09       9.386579398727e+16       5.830576908854e-08       2.512624685247e+39       6.997323768409e+29       3.823247255089e+30       3.454741400534e-08       1.738155588477e+39       4.250780278247e+39       4.250780278247e+39       1.416926757908e+39      -5.612227112772e+46       1.509926048918e-05       3.675809277648e-01 
       6.538483220135e+12       2.536416045753e-23       1.016960595734e-07       6.429473155497e+19       1.425610462592e+04       2.180338183330e-09       9.321330088110e+16       5.871390947203e-08       2.443485352358e+39       6.852413431202e+29       3.744070120044e+30       3.454741400534e-08       1.690327148938e+39       4.133812505725e+39       4.133812505725e+39       1.377937500432e+39      -5.419857707486e+46       1.513797654179e-05       3.666408230983e-01 
       6.493031996162e+12       2.572050154774e-23       1.024072844302e-07       6.340396919203e+19       1.425610462592e+04       2.195600550613e-09       9.256534347675e+16       5.912490683820e-08       2.376248511068e+39       6.710504099310e+29       3.666532695511e+30       3.454741400534e-08       1.643814793898e+39       4.020063309304e+39       4.020063309304e+39       1.340021101655e+39      -5.234082117336e+46       1.517669259440e-05       3.657055148841e-01 
       6.447896719128e+12       2.608184887392e-23       1.031239662552e-07       6.252554777162e+19       1.425610462592e+04       2.210969754467e-09       9.192189024503e+16       5.953878118593e-08       2.310861810938e+39       6.571533623733e+29       3.590601024079e+30       3.454741400534e-08       1.598582308956e+39       3.909444124141e+39       3.909444124141e+39       1.303148039965e+39      -5.054674327185e+46       1.521540864701e-05       3.647749665083e-01 
       6.403075192778e+12       2.644827276868e-23       1.038461050484e-07       6.165929631789e+19       1.425610462592e+04       2.226446542748e-09       9.128290987589e+16       5.995555265410e-08       2.247274342048e+39       6.435441142535e+29       3.516241851572e+30       3.454741400534e-08       1.554594476209e+39       3.801868822417e+39       3.801868822417e+39       1.267289606086e+39      -4.881416068975e+46       1.525412469963e-05       3.638491417284e-01 
       6.358565236125e+12       2.681984455274e-23       1.045737008099e-07       6.080504622373e+19       1.425610462592e+04       2.242031668547e-09       9.064837127695e+16       6.037524152254e-08       2.185436595353e+39       6.302167054197e+29       3.443422612492e+30       3.454741400534e-08       1.511817046843e+39       3.697253646269e+39       3.697253646269e+39       1.232417880732e+39      -4.714096556191e+46       1.529284075224e-05       3.629280046690e-01 
       6.314364683342e+12       2.719663654879e-23       1.053049345501e-07       5.996263121798e+19       1.425610462592e+04       2.257725890227e-09       9.001824357194e+16       6.079786821306e-08       2.125300424137e+39       6.171652991508e+29       3.372111415749e+30       3.454741400534e-08       1.470216714457e+39       3.595517142583e+39       3.595517142583e+39       1.198505712865e+39      -4.552512227412e+46       1.533155680486e-05       3.620115198170e-01 
       6.270471383656e+12       2.757872209560e-23       1.060416252585e-07       5.913188733307e+19       1.425610462592e+04       2.273529971459e-09       8.939249609924e+16       6.122345329041e-08       2.066819006528e+39       6.043841796010e+29       3.302277030699e+30       3.454741400534e-08       1.429761089136e+39       3.496580099570e+39       3.496580099570e+39       1.165526698555e+39      -4.396466498658e+46       1.537027285747e-05       3.610996520173e-01 
       6.226883201247e+12       2.796617556224e-23       1.067837729352e-07       5.831265287308e+19       1.425610462592e+04       2.289444681259e-09       8.877109841036e+16       6.165201746330e-08       2.009946809040e+39       5.918677492960e+29       3.233888873468e+30       3.454741400534e-08       1.390418672231e+39       3.400365485097e+39       3.400365485097e+39       1.133455160424e+39      -4.245769524229e+46       1.540898891009e-05       3.601923664679e-01 
       6.183598015141e+12       2.835907236264e-23       1.075313775800e-07       5.750476838231e+19       1.425610462592e+04       2.305470794027e-09       8.815402026848e+16       6.208358158540e-08       1.954639551122e+39       5.796105266818e+29       3.166916993553e+30       3.454741400534e-08       1.352158831834e+39       3.306798386703e+39       3.306798386703e+39       1.102266127652e+39      -4.100237965733e+46       1.544770496271e-05       3.592896287158e-01 
       6.140613719107e+12       2.875748897019e-23       1.082844391931e-07       5.670807661418e+19       1.425610462592e+04       2.321609089586e-09       8.754123164694e+16       6.251816665635e-08       1.900854170681e+39       5.676071437242e+29       3.101332060708e+30       3.454741400534e-08       1.314951778930e+39       3.215805953280e+39       3.215805953280e+39       1.071935316537e+39      -3.959694769040e+46       1.548642101533e-05       3.583914046526e-01 
       6.097928221556e+12       2.916150293266e-23       1.090429577744e-07       5.592242250069e+19       1.425610462591e+04       2.337860353213e-09       8.693270272784e+16       6.295579382279e-08       1.848548790553e+39       5.558523435576e+29       3.037105352100e+30       3.454741400534e-08       1.278768544200e+39       3.127317338346e+39       3.127317338346e+39       1.042439111584e+39      -3.823968948876e+46       1.552513706795e-05       3.574976605100e-01 
       6.055539445438e+12       2.957119288728e-23       1.098051143344e-07       5.514765312220e+19       1.425610462591e+04       2.354225375685e-09       8.632840390053e+16       6.339648437940e-08       1.797682685901e+39       5.443409781830e+29       2.974208739727e+30       3.454741400534e-08       1.243580955467e+39       3.041263644887e+39       3.041263644887e+39       1.013754547123e+39      -3.692895380800e+46       1.556385312058e-05       3.566083628557e-01 
       6.013445328141e+12       2.998663857607e-23       1.105745468521e-07       5.438361767767e+19       1.425610462591e+04       2.370704953315e-09       8.572830576020e+16       6.384025976991e-08       1.748216252503e+39       5.330680062132e+29       2.912614678102e+30       3.454741400534e-08       1.209361615763e+39       2.957577871711e+39       2.957577871711e+39       9.858592894218e+38      -3.566314600316e+46       1.560256917320e-05       3.557234785894e-01 
       5.971643821391e+12       3.040792086135e-23       1.113494363381e-07       5.363016745531e+19       1.425610462591e+04       2.387299887988e-09       8.513237910645e+16       6.428714158814e-08       1.700110975916e+39       5.220284906653e+29       2.852296192188e+30       3.454741400534e-08       1.176083881994e+39       2.876194861285e+39       2.876194861285e+39       9.587316193035e+38      -3.444072608869e+46       1.564128522582e-05       3.548429749383e-01 
       5.930132891153e+12       3.083512174144e-23       1.121279638028e-07       5.288715580364e+19       1.425610462591e+04       2.404010987204e-09       8.454059494185e+16       6.473715157910e-08       1.653329401492e+39       5.112175967982e+29       2.793226865585e+30       3.454741400534e-08       1.143721844202e+39       2.797051248999e+39       2.797051248999e+39       9.323504152315e+38      -3.326020686484e+46       1.568000127845e-05       3.539668194536e-01 
       5.888910517530e+12       3.126832436670e-23       1.129137672251e-07       5.215443810295e+19       1.425610462591e+04       2.420839064114e-09       8.395292447055e+16       6.519031163999e-08       1.607835105215e+39       5.006305899952e+29       2.735380828959e+30       3.454741400534e-08       1.112250305384e+39       2.720085413835e+39       2.720085413835e+39       9.066951368663e+38      -3.212015210838e+46       1.571871733108e-05       3.530949800057e-01 
       5.847974694668e+12       3.170761305565e-23       1.137032086262e-07       5.143187173713e+19       1.425610462591e+04       2.437784937563e-09       8.336933909687e+16       6.564664382131e-08       1.563592665339e+39       4.902628336910e+29       2.678732748717e+30       3.454741400534e-08       1.081644761877e+39       2.645237430385e+39       2.645237430385e+39       8.817458090720e+38      -3.101917482529e+46       1.575743338370e-05       3.522274247813e-01 
       5.807323430653e+12       3.215307331138e-23       1.144999259850e-07       5.071931606594e+19       1.425610462591e+04       2.454849432125e-09       8.278981042390e+16       6.610617032790e-08       1.520567634810e+39       4.801097873404e+29       2.623257815906e+30       3.454741400534e-08       1.051881384283e+39       2.572449022197e+39       2.572449022197e+39       8.574830063644e+38      -2.995593556329e+46       1.579614943633e-05       3.513641222787e-01 
       5.766954747421e+12       3.260479183824e-23       1.153002813226e-07       5.001663239760e+19       1.425610462591e+04       2.472033378150e-09       8.221431025213e+16       6.656891352002e-08       1.478726514447e+39       4.701670044304e+29       2.568931735355e+30       3.454741400534e-08       1.022936998911e+39       2.501663516396e+39       2.501663516396e+39       8.338878377857e+38      -2.892914078232e+46       1.583486548897e-05       3.505050413043e-01 
       5.726866680656e+12       3.306285655868e-23       1.161079126177e-07       4.932368396183e+19       1.425610462591e+04       2.489337611797e-09       8.164281057807e+16       6.703489591449e-08       1.438036726858e+39       4.604301305325e+29       2.515730715028e+30       3.454741400534e-08       9.947890697324e+38       2.432825799566e+39       2.432825799566e+39       8.109419321967e+38      -2.793754128076e+46       1.587358154160e-05       3.496501509689e-01 
       5.687057279698e+12       3.352735663038e-23       1.169210008811e-07       4.864033588321e+19       1.425610462591e+04       2.506762975080e-09       8.107528359292e+16       6.750414018572e-08       1.398466591076e+39       4.508949013957e+29       2.463631455611e+30       3.454741400534e-08       9.674156808416e+38       2.365882274832e+39       2.365882274832e+39       7.886274239725e+38      -2.697993067569e+46       1.591229759423e-05       3.487994206839e-01 
       5.647524607446e+12       3.399838246358e-23       1.177395461127e-07       4.796645515495e+19       1.425610462591e+04       2.524310315905e-09       8.051170168114e+16       6.797666916685e-08       1.359985297892e+39       4.415571410792e+29       2.412611140301e+30       3.454741400534e-08       9.407955193857e+38       2.300780820132e+39       2.300780820132e+39       7.669269390926e+38      -2.605514393517e+46       1.595101364686e-05       3.479528201576e-01 
       5.608266740264e+12       3.447602573871e-23       1.185635483125e-07       4.730191061296e+19       1.425610462591e+04       2.541980488116e-09       7.995203741920e+16       6.845250585084e-08       1.322562885867e+39       4.324127601233e+29       2.362647424820e+30       3.454741400534e-08       9.149078589736e+38       2.237470747636e+39       2.237470747636e+39       7.458235816137e+38      -2.516205596088e+46       1.598972969950e-05       3.471103193918e-01 
       5.569281767889e+12       3.496037942421e-23       1.193930074805e-07       4.664657291034e+19       1.425610462590e+04       2.559774351533e-09       7.939626357418e+16       6.893167339162e-08       1.286170218006e+39       4.234577537585e+29       2.313718427626e+30       3.454741400534e-08       8.897325435374e+38       2.175902764280e+39       2.175902764280e+39       7.253009205143e+38      -2.429958021932e+46       1.602844575214e-05       3.462718886782e-01 
       5.530567793335e+12       3.545153779464e-23       1.202297426062e-07       4.600031449225e+19       1.425610462590e+04       2.577692771994e-09       7.884435310246e+16       6.941419510518e-08       1.250778959066e+39       4.146882001518e+29       2.265802720329e+30       3.454741400534e-08       8.652499716393e+38       2.116028933386e+39       2.116028933386e+39       7.053429769017e+38      -2.346666741991e+46       1.606716180478e-05       3.454374985946e-01 
       5.492122932806e+12       3.594959644901e-23       1.210701157106e-07       4.536300957099e+19       1.425610462590e+04       2.595736621397e-09       7.829627914841e+16       6.990009447073e-08       1.216361553502e+39       4.061002586889e+29       2.218879318309e+30       3.454741400534e-08       8.414410812101e+38       2.057802637337e+39       2.057802637337e+39       6.859342115708e+38      -2.266230423845e+46       1.610587785742e-05       3.446071200019e-01 
       5.453945315596e+12       3.645465232942e-23       1.219177647727e-07       4.473453410159e+19       1.425610462590e+04       2.613906777747e-09       7.775201504310e+16       7.038939513184e-08       1.182891204009e+39       3.976901682923e+29       2.172927671525e+30       3.454741400534e-08       8.182873347069e+38       2.001178541287e+39       2.001178541287e+39       6.670595129054e+38      -2.188551208427e+46       1.614459391006e-05       3.437807240404e-01 
       5.416033084008e+12       3.696680373989e-23       1.227708708029e-07       4.411476575766e+19       1.425610462590e+04       2.632204125191e-09       7.721153430298e+16       7.088212089757e-08       1.150341850656e+39       3.894542457741e+29       2.127927655514e+30       3.454741400534e-08       7.957707046805e+38       1.946112557854e+39       1.946112557854e+39       6.487041851121e+38      -2.113534590971e+46       1.618330996270e-05       3.429582821266e-01 
       5.378384393255e+12       3.748615036552e-23       1.236312527908e-07       4.350358390755e+19       1.425610462590e+04       2.650629554067e-09       7.667481062857e+16       7.137829574367e-08       1.118688150597e+39       3.813888842230e+29       2.083859562580e+30       3.454741400534e-08       7.738736597391e+38       1.892561812801e+39       1.892561812801e+39       6.308539367785e+38      -2.041089306035e+46       1.622202601534e-05       3.421397659500e-01 
       5.340997411376e+12       3.801279329189e-23       1.244970917469e-07       4.290086959086e+19       1.425610462590e+04       2.669183960946e-09       7.614181790324e+16       7.187794381368e-08       1.087905458340e+39       3.734905514248e+29       2.040704093161e+30       3.454741400534e-08       7.525791508980e+38       1.840484611652e+39       1.840484611652e+39       6.134948697459e+38      -1.971127216469e+46       1.626074206799e-05       3.413251474696e-01 
       5.303870319141e+12       3.854683502473e-23       1.253683876712e-07       4.230650549535e+19       1.425610462590e+04       2.687868248672e-09       7.561253019189e+16       7.238108942017e-08       1.057969806558e+39       3.657557883150e+29       1.998442347375e+30       3.454741400534e-08       7.318705983058e+38       1.789840407228e+39       1.789840407228e+39       5.966134682880e+38      -1.903563206184e+46       1.629945812063e-05       3.405143989109e-01 
       5.267001309972e+12       3.908837950987e-23       1.262451405637e-07       4.172037593405e+19       1.425610462590e+04       2.706683326413e-09       7.508692173971e+16       7.288775704592e-08       1.028857887428e+39       3.581812074646e+29       1.957055816748e+30       3.454741400534e-08       7.117318783351e+38       1.740589768078e+39       1.740589768078e+39       5.801965885877e+38      -1.838315076603e+46       1.633817417328e-05       3.397074927624e-01 
       5.230388589843e+12       3.963753215348e-23       1.271291694138e-07       4.114236682275e+19       1.425610462590e+04       2.725630109698e-09       7.456496697091e+16       7.339797134503e-08       1.000547034481e+39       3.507634915959e+29       1.916526376104e+30       3.454741400534e-08       6.921473110289e+38       1.692694347778e+39       1.692694347778e+39       5.642314485034e+38      -1.775303446657e+46       1.637689022593e-05       3.389044017731e-01 
       5.194030377202e+12       4.019439984258e-23       1.280186552322e-07       4.057236565781e+19       1.425610462590e+04       2.744709520465e-09       7.404664048749e+16       7.391175714424e-08       9.730152049592e+38       3.434993921302e+29       1.876836275628e+30       3.454741400534e-08       6.731016478918e+38       1.646116855071e+39       1.646116855071e+39       5.487056176170e+38      -1.714451656206e+46       1.641560627858e-05       3.381050989490e-01 
       5.157924902882e+12       4.075909096584e-23       1.289154170081e-07       4.001026149427e+19       1.425610462589e+04       2.763922487109e-09       7.353191706801e+16       7.442913944405e-08       9.462409626475e+38       3.363857277649e+29       1.837968133094e+30       3.454741400534e-08       6.545800600181e+38       1.600821024840e+39       1.600821024840e+39       5.336070075552e+38      -1.655685672781e+46       1.645432233123e-05       3.373095575501e-01 
       5.122070410012e+12       4.133171543469e-23       1.298176357523e-07       3.945594492422e+19       1.425610462589e+04       2.783269944518e-09       7.302077166634e+16       7.495014341994e-08       9.202034611880e+38       3.294193830800e+29       1.799904926251e+30       3.454741400534e-08       6.365681265457e+38       1.556771589863e+39       1.556771589863e+39       5.189238625779e+38      -1.598934001509e+46       1.649303838389e-05       3.365177510874e-01 
       5.086465153934e+12       4.191238470470e-23       1.307253114646e-07       3.890930805553e+19       1.425610462589e+04       2.802752834130e-09       7.251317941046e+16       7.547479442367e-08       8.948824278471e+38       3.225973071743e+29       1.762629985369e+30       3.454741400534e-08       6.190518234282e+38       1.513934253361e+39       1.513934253361e+39       5.046447504251e+38      -1.544127598138e+46       1.653175443654e-05       3.357296533201e-01 
       5.051107402119e+12       4.250121179728e-23       1.316420821240e-07       3.837024449087e+19       1.425610462589e+04       2.822372103968e-09       7.200911560124e+16       7.600311798442e-08       8.702581477315e+38       3.159165123287e+29       1.726126985935e+30       3.454741400534e-08       6.020175125155e+38       1.472275662289e+39       1.472275662289e+39       4.907585534157e+38      -1.491199785033e+46       1.657047048920e-05       3.349452382528e-01 
       5.015995434080e+12       4.309831132169e-23       1.325624907622e-07       3.783864930694e+19       1.425610462589e+04       2.842128708696e-09       7.150855571126e+16       7.653513981009e-08       8.463114484380e+38       3.093740726980e+29       1.690379941512e+30       3.454741400534e-08       5.854519309359e+38       1.431763381374e+39       1.431763381374e+39       4.772544597913e+38      -1.440086170056e+46       1.660918654186e-05       3.341644801324e-01 
       4.981127541291e+12       4.370379949730e-23       1.334901753580e-07       3.731441903411e+19       1.425610462589e+04       2.862023609657e-09       7.101147538357e+16       7.707088578853e-08       8.230236851264e+38       3.029671230296e+29       1.655373196728e+30       3.454741400534e-08       5.693421807687e+38       1.392365867853e+39       1.392365867853e+39       4.641219552984e+38      -1.390724568232e+46       1.664790259452e-05       3.333873534451e-01 
       4.946502027101e+12       4.431779417630e-23       1.344251359114e-07       3.679745163626e+19       1.425610462589e+04       2.882057774924e-09       7.051785043055e+16       7.761038198883e-08       8.003767260023e+38       2.966928574083e+29       1.621091420425e+30       3.454741400534e-08       5.536757190027e+38       1.354052446923e+39       1.354052446923e+39       4.513508150017e+38      -1.343054926088e+46       1.668661864718e-05       3.326138329143e-01 
       4.912117206655e+12       4.494041486653e-23       1.353655534331e-07       3.628764649089e+19       1.425610462589e+04       2.902232179349e-09       7.002765683271e+16       7.815365466252e-08       7.783529381997e+38       2.905485280279e+29       1.587519598947e+30       3.454741400534e-08       5.384403477700e+38       1.316793287848e+39       1.316793287848e+39       4.389310953232e+38      -1.297019248593e+46       1.672533469984e-05       3.318438934971e-01 
       4.877971406807e+12       4.557178275484e-23       1.363132469123e-07       3.578490436958e+19       1.425610462589e+04       2.922547804604e-09       6.954087073754e+16       7.870073024492e-08       7.569351740526e+38       2.845314439876e+29       1.554643029558e+30       3.454741400534e-08       5.236242048483e+38       1.280559380740e+39       1.280559380740e+39       4.268531263003e+38      -1.252561528605e+46       1.676405075250e-05       3.310775103823e-01 
       4.844062966045e+12       4.621202073061e-23       1.372682163492e-07       3.528912741866e+19       1.425610462589e+04       2.943005639236e-09       6.905746845833e+16       7.925163535640e-08       7.361067577431e+38       2.786389701135e+29       1.522447314010e+30       3.454741400534e-08       5.092157544259e+38       1.245322513970e+39       1.245322513970e+39       4.151075040563e+38      -1.209627678729e+46       1.680276680517e-05       3.303146589869e-01 
       4.810390234404e+12       4.686125340970e-23       1.382286427543e-07       3.480021914013e+19       1.425610462589e+04       2.963606678710e-09       6.857742647301e+16       7.980639680365e-08       7.158514723183e+38       2.728685258044e+29       1.490918352230e+30       3.454741400534e-08       4.952037781192e+38       1.211055252201e+39       1.211055252201e+39       4.036850834792e+38      -1.168165465513e+46       1.684148285784e-05       3.295553149544e-01 
       4.776951573390e+12       4.751960715869e-23       1.391963451169e-07       3.431808437295e+19       1.425610462588e+04       2.984351925461e-09       6.810072142305e+16       8.036504158104e-08       6.961535470635e+38       2.672175839019e+29       1.460042336153e+30       3.454741400534e-08       4.815773662384e+38       1.177730915029e+39       1.177730915029e+39       3.925769711006e+38      -1.128124445904e+46       1.688019891051e-05       3.287994541515e-01 
       4.743745355899e+12       4.818721011950e-23       1.401713234372e-07       3.384262927445e+19       1.425610462588e+04       3.005242388939e-09       6.762733011225e+16       8.092759687186e-08       6.769976452232e+38       2.616836695837e+29       1.429805743668e+30       3.454741400534e-08       4.683259092932e+38       1.145323556208e+39       1.145323556208e+39       3.817745181722e+38      -1.089455905879e+46       1.691891496318e-05       3.280470526659e-01 
       4.710769966136e+12       4.886419223431e-23       1.411517587258e-07       3.337376130209e+19       1.425610462588e+04       3.026279085662e-09       6.715722950571e+16       8.149409004971e-08       6.583688520602e+38       2.562643592794e+29       1.400195332700e+30       3.454741400534e-08       4.554390897324e+38       1.113807943449e+39       1.113807943449e+39       3.712693139309e+38      -1.052112801176e+46       1.695763101585e-05       3.272980868036e-01 
       4.678023799539e+12       4.955068527084e-23       1.421394699719e-07       3.291138919546e+19       1.425610462588e+04       3.047463039261e-09       6.669039672860e+16       8.206454867980e-08       6.402526632425e+38       2.509572796091e+29       1.371198135410e+30       3.454741400534e-08       4.429068739103e+38       1.083159538775e+39       1.083159538775e+39       3.610531790509e+38      -1.016049700061e+46       1.699634706852e-05       3.265525330866e-01 
       4.645505262700e+12       5.024682284803e-23       1.431344571756e-07       3.245542295849e+19       1.425610462588e+04       3.068795280536e-09       6.622680906514e+16       8.263900052031e-08       6.226349735506e+38       2.457601063445e+29       1.342801452512e+30       3.454741400534e-08       4.307195042750e+38       1.053354479414e+39       1.053354479414e+39       3.511181592752e+38      -9.812227280575e+45       1.703506312120e-05       3.258103682502e-01 
       4.613212773287e+12       5.095274046205e-23       1.441367203370e-07       3.200577384195e+19       1.425610462588e+04       3.090276847500e-09       6.576644395743e+16       8.321747352369e-08       6.055020658955e+38       2.406705633905e+29       1.314992847719e+30       3.454741400534e-08       4.188674917709e+38       1.024369559222e+39       1.024369559222e+39       3.414565192221e+38      -9.475895145668e+45       1.707377917387e-05       3.250715692409e-01 
       4.581144759967e+12       5.166857551262e-23       1.451462594559e-07       3.156235432619e+19       1.425610462588e+04       3.111908785432e-09       6.530927900440e+16       8.379999583809e-08       5.888406006379e+38       2.356864217885e+29       1.287760142288e+30       3.454741400534e-08       4.073416084506e+38       9.961822106120e+38       9.961822106120e+38       3.320607363628e+38      -9.151091413207e+45       1.711249522655e-05       3.243361132136e-01 
       4.549299662330e+12       5.239446732981e-23       1.461612555431e-07       3.112507810407e+19       1.425610462588e+04       3.133692146930e-09       6.485529196067e+16       8.438659580869e-08       5.726376052026e+38       2.308054987403e+29       1.261091409693e+30       3.454741400534e-08       3.961328802902e+38       9.687704869847e+38       9.687704869847e+38       3.229234951643e+38      -8.837420925996e+45       1.715121127923e-05       3.236039775297e-01 
       4.517675930815e+12       5.313055720114e-23       1.471853465773e-07       3.069386006420e+19       1.425610462588e+04       3.155627991958e-09       6.440446073551e+16       8.497730197908e-08       5.568804639777e+38       2.260256566523e+29       1.234974970398e+30       3.454741400534e-08       3.852325802019e+38       9.421130456406e+38       9.421130456406e+38       3.140376813932e+38      -8.534502071580e+45       1.718992733192e-05       3.228751397544e-01 
       4.486272026628e+12       5.387698839906e-23       1.482148945797e-07       3.026861627433e+19       1.425610462588e+04       3.177717387902e-09       6.395676339176e+16       8.557214309265e-08       5.415569084924e+38       2.213448021989e+29       1.209399386742e+30       3.454741400534e-08       3.746322212392e+38       9.161891311624e+38       9.161891311624e+38       3.053963765772e+38      -8.241966317973e+45       1.722864338460e-05       3.221495776546e-01 
       4.455086421676e+12       5.463390620888e-23       1.492535375291e-07       2.984926396505e+19       1.425610462587e+04       3.199961409617e-09       6.351217814474e+16       8.617114809402e-08       5.266550078647e+38       2.167608854062e+29       1.184353457934e+30       3.454741400534e-08       3.643235499892e+38       8.909785592549e+38       8.909785592549e+38       2.969928526179e+38      -7.959457765299e+45       1.726735943729e-05       3.214272691966e-01 
       4.424117598487e+12       5.540145795701e-23       1.502976374468e-07       2.943572151366e+19       1.425610462587e+04       3.222361139484e-09       6.307068336121e+16       8.677434613040e-08       5.121631595118e+38       2.122718987540e+29       1.159826215142e+30       3.454741400534e-08       3.542985401460e+38       8.664617010299e+38       8.664617010299e+38       2.888205665526e+38      -7.686632712808e+45       1.730607548997e-05       3.207081925439e-01 
       4.393364050136e+12       5.617979303964e-23       1.513490133220e-07       2.902790842832e+19       1.425610462587e+04       3.244917667460e-09       6.263225755830e+16       8.738176655302e-08       4.980700801169e+38       2.078758762965e+29       1.135806916693e+30       3.454741400534e-08       3.445493862620e+38       8.426194677227e+38       8.426194677227e+38       2.808731554597e+38      -7.423159240720e+45       1.734479154266e-05       3.199923260550e-01 
       4.362824280174e+12       5.696906295185e-23       1.524094841443e-07       2.862574533230e+19       1.425610462587e+04       3.267632091132e-09       6.219687940247e+16       8.799343891860e-08       4.843647968436e+38       2.035708928016e+29       1.112285043367e+30       3.454741400534e-08       3.350684976704e+38       8.194332958299e+38       8.194332958299e+38       2.731444315047e+38      -7.168716806421e+45       1.738350759535e-05       3.192796482810e-01 
       4.332496802556e+12       5.776942131704e-23       1.534754119348e-07       2.822915394864e+19       1.425610462587e+04       3.290505515770e-09       6.176452770851e+16       8.860939299074e-08       4.710366387923e+38       1.993550629075e+29       1.089250293791e+30       3.454741400534e-08       3.258484925750e+38       7.968851326559e+38       7.968851326559e+38       2.656283771224e+38      -6.922995854483e+45       1.742222364805e-05       3.185701379640e-01 
